scenario,variation,empirical,empirical_100_obs,empirical_5000_obs,extra_info,percent_diff,correct,percent_diff_100_obs,correct_100_obs,percent_diff_5000_obs,correct_5000_obs
max_momentum_star1,"9.6 M, 3.1 M",1.7677537149556204e+35,1.4849909513671414e+35,1.7670791562147773e+35,1.7678137643473555e+35,0.0033968166187032054,True,15.998450667377117,True,0.04155461097732771,True
max_momentum_star1,"21.3 M, 3.1 M",3.277594351938986e+35,2.753323561569015e+35,3.2763436519023345e+35,3.277705689779894e+35,0.0033968223948615014,True,15.99845067987458,True,0.04155461186788266,True
max_momentum_star2,"0.18 M, 0.63 M",6.469616349987114e+33,5.43476257912004e+33,6.467147603680828e+33,6.469836118913072e+33,0.003396823689487511,True,15.998450668127967,True,0.04155461101070826,True
max_momentum_star1,"9.6 M, 3.1 M, Proper Motion",2.578153866753389e+35,1.5738001605291191e+35,2.5704278976458784e+35,2.5782424854236044e+35,0.0034371736063033686,True,38.95841180855631,False,0.30309747131647574,True
max_momentum_star1,"9.6 M, 3.1 M, Proper Motion2",5.8658799612509624e+35,2.1799552297936043e+35,5.717530842620855e+35,5.866084162726287e+35,0.00348105260102499,True,62.837982386184166,False,2.532410309578499,True
travel_time_orbital_70per_path,"9.6 M, 3.1 M",1236451790.2525618,1098255442.2489347,1230249652.6551602,1236537100.3423343,0.006899112832833307,True,11.18297688400262,True,0.5084722233917127,True
travel_time_orbital_70per_path,"21.3 M, 3.1 M",574023610.7765018,509865859.2955011,571144264.0472049,574063216.0456212,0.00689911285244837,True,11.182976884033314,True,0.5084722234117738,True
travel_time_orbital_70per_path,"0.18 M, 0.63 M",343071520.7504066,304726935.34431624,341350647.5273487,343095191.27520674,0.00689911295816879,True,11.182976884136565,True,0.5084722235173205,True
K+U,"21.3 M, 3.1 M",-2.4947258073219707e+39,-3.4762062536325836e+39,-2.4953973753252085e+39,-2.4949707377345794e+39,0.009816965341688093,True,39.3285380488655,True,0.01709990358510228,True
K+U,"9.6 M, 3.1 M",-8.38065951499282e+38,-1.1677796787567831e+39,-8.382915548311238e+38,-8.381482323210077e+38,0.009816977302186692,True,39.32853804665996,True,0.017099900064126188,True
K+U,"0.18 M, 0.63 M",-1.878853443529206e+37,-2.6180360472630425e+37,-1.8793592220873502e+37,-1.8790379085037284e+37,0.009816990582652655,True,39.328538046780324,True,0.017099898951886714,True
K+U,"9.6 M, 3.1 M, Proper Motion2",-2.0570125035026433e+39,-3.725912842425717e+39,-2.0666909728073588e+39,-2.0572159858700047e+39,0.009891152351480241,True,81.11432479706372,False,0.46057327001311876,True
K+U,"9.6 M, 3.1 M, Proper Motion",-6.944316022413228e+38,-1.1451042683179684e+39,-6.951479316790729e+38,-6.945007577157121e+38,0.009957580840772048,True,64.88164420213734,False,0.09318549420873001,True
avg_distance_COM_star2,"21.3 M, 3.1 M",3599648901592.6543,4025579532393.903,3608206995757.294,3599246595345.838,0.011177512742156257,True,11.845060507922776,True,0.24895211189593647,True
avg_distance_COM_star1,"0.18 M, 0.63 M",731353877730.766,817891767105.5607,733092657124.3444,731272139680.7186,0.0111775145820612,True,11.845060508207125,True,0.2489521130150795,True
avg_distance_COM_star2,"9.6 M, 3.1 M",4181904690974.7495,4676731089650.173,4191847086679.0957,4181437310143.166,0.011177516172483132,True,11.845060508393674,True,0.24895211296551215,True
avg_distance_COM_star1,"9.6 M, 3.1 M",1350406723176.094,1510194414366.2197,1353617288406.7744,1350255798067.064,0.011177519788923226,True,11.845060508395017,True,0.2489521129642646,True
avg_distance_COM_star2,"0.18 M, 0.63 M",208958250801.39438,233683362030.17313,209455044890.11783,208934897051.63388,0.011177524717054164,True,11.845060508213322,True,0.24895211179365795,True
avg_distance_COM_star1,"21.3 M, 3.1 M",523892563297.9132,585882467156.2443,525138107385.2582,523834011529.2065,0.011177542392827523,True,11.845060507984648,True,0.24895211600420997,True
time_fraction_acceleraton_below_mean,"0.18 M, 0.63 M",0.7439590443699751,0.8089749430538403,0.7381396618821825,0.7442673924854166,0.04142974938239027,True,8.694126764352585,True,0.8233238033942479,True
time_fraction_acceleraton_below_mean,"21.3 M, 3.1 M",0.7439590443684896,0.8089749430522829,0.7381396618807066,0.7442673924856341,0.04142974961118989,True,8.694126764111566,True,0.8233238036215362,True
time_fraction_acceleraton_below_mean,"9.6 M, 3.1 M",0.7439590443673353,0.8089749430510496,0.73813966187956,0.7442673924848064,0.04142974965512175,True,8.694126764066727,True,0.8233238036652935,True
travel_time_orbital_20per_path,"0.18 M, 0.63 M",48713949.69879627,87058535.10482341,49111074.28873217,48649370.3147217,0.13274454254349619,True,78.95100088988978,False,0.9490440904447885,True
travel_time_orbital_20per_path,"21.3 M, 3.1 M",81507661.2600975,145665412.74109817,82172125.88993526,81399607.72258627,0.13274454329003782,True,78.95100089122396,False,0.9490440911972936,True
travel_time_orbital_20per_path,"9.6 M, 3.1 M",175568202.75751853,313764550.76139903,176999465.27999854,175335454.5089624,0.13274454342845987,True,78.95100089147158,False,0.9490440913369811,True
modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 2.03",0.030194574195868462,0.8932272154058252,0.030194574195868462,0.029999999999999805,0.6485806528955294,True,2877.42405135277,False,0.6485806528955294,True
modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 1.97 Proper Motion",-0.02980204389619101,0.7451608793003945,-0.02980204389619101,-0.030000000000000027,0.6598536793633863,True,2583.8695976679796,False,0.6598536793633863,True
modified_gravity_power_law,"10.1M, 5.6 M, Modified Gravity 1.97",-0.02977327792254747,0.9120574400184989,-0.02977327792254747,-0.030000000000000027,0.755740258175189,True,3140.1914667283268,False,0.755740258175189,True
linear_drag,"7.7 M, 4.9 M, Drag tau = 1.7e9",1670857262.66735,1685449720.012539,1671044356.4631934,1700000000.0,1.7142786666264676,True,0.8558988227918288,True,1.7032731492239168,True
linear_drag,"7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",807316252.3141654,884545272.8223175,807350864.2400868,830000000.0,2.7329816488957404,True,6.571719617146685,True,2.7288115373389403,True
linear_drag,"7.7 M, 4.9 M, Drag tau = 8.3e8",804989783.5615008,822225249.4734101,804977196.9011378,830000000.0,3.0132790889758088,True,0.9367169309144422,True,3.0147955540797797,True
max_angular_velocity_star1,"21.3 M, 3.1 M",4.3572177668276366e-08,2.552585273541037e-08,4.574960339606566e-08,4.357222463700308e-08,0.00010779510825104367,True,41.417146018904646,False,4.997171425609228,True
max_angular_velocity_star1,"9.6 M, 3.1 M",2.0228414040019703e-08,1.1850395034302861e-08,2.1239285463109028e-08,2.0228435845322742e-08,0.00010779529967334126,True,41.41714601703654,False,4.99717143488391,True
max_angular_velocity_star1,"0.18 M, 0.63 M",7.290450311670871e-08,4.2709584646610886e-08,7.654774863565002e-08,7.290458170471483e-08,0.00010779570266179578,True,41.41714601752005,False,4.9971714338765265,True
max_angular_velocity_star1,"9.6 M, 3.1 M, Proper Motion",4.703331150694192e-08,1.3349735268194557e-08,4.7388021829422044e-08,4.703338369527287e-08,0.0001534831757319927,True,71.61646851800654,False,0.7540136521898162,True
max_angular_velocity_star1,"9.6 M, 3.1 M, Proper Motion2",6.846298612977365e-07,1.199358758108097e-07,6.727524433497762e-07,6.846310971329083e-07,0.00018051110692190092,True,82.48167862764691,False,1.7350444396810727,True
max_angular_velocity_star2,"21.3 M, 3.1 M",4.3572177668276366e-08,2.552585273541037e-08,4.574960339606566e-08,4.357222463700308e-08,0.00010779510825104367,True,41.417146018904646,False,4.997171425609228,True
max_angular_velocity_star2,"9.6 M, 3.1 M",2.0228414040019703e-08,1.1850395034302861e-08,2.1239285463109028e-08,2.0228435845322742e-08,0.00010779529967334126,True,41.41714601703654,False,4.99717143488391,True
max_angular_velocity_star2,"0.18 M, 0.63 M",7.290450311670871e-08,4.2709584646610886e-08,7.654774863565002e-08,7.290458170471483e-08,0.00010779570266179578,True,41.41714601752005,False,4.9971714338765265,True
min_angular_velocity_star1,"21.3 M, 3.1 M",2.722927368527101e-09,2.6789813418797456e-09,2.7945656705064928e-09,2.7229274143718295e-09,1.6836559166857823e-06,True,1.6139274319298065,True,2.6309278666978333,True
min_angular_velocity_star1,"9.6 M, 3.1 M",1.2641209404479574e-09,1.2437189667872424e-09,1.2973790724164993e-09,1.2641209617332462e-09,1.6838015885228606e-06,True,1.6139274297002824,True,2.630927869248572,True
min_angular_velocity_star1,"0.18 M, 0.63 M",4.55597304170874e-09,4.482443018578453e-09,4.67583748489427e-09,4.5559731184407445e-09,1.6842066919368033e-06,True,1.6139274300076758,True,2.6309278684802413,True
min_angular_velocity_star2,"21.3 M, 3.1 M",2.722927368527101e-09,2.6789813418797456e-09,2.7945656705064928e-09,2.7229274143718295e-09,1.6836559166857823e-06,True,1.6139274319298065,True,2.6309278666978333,True
min_angular_velocity_star2,"9.6 M, 3.1 M",1.2641209404479574e-09,1.2437189667872424e-09,1.2973790724164993e-09,1.2641209617332462e-09,1.6838015885228606e-06,True,1.6139274297002824,True,2.630927869248572,True
min_angular_velocity_star2,"0.18 M, 0.63 M",4.55597304170874e-09,4.482443018578453e-09,4.67583748489427e-09,4.5559731184407445e-09,1.6842066919368033e-06,True,1.6139274300076758,True,2.6309278684802413,True
kepler_3rd_law,"21.3 M, 3.1 M",True,False,True,True,,True,,False,,True
kepler_3rd_law,"9.6 M, 3.1 M",True,False,True,True,,True,,False,,True
kepler_3rd_law,"0.18 M, 0.63 M",True,False,True,True,,True,,False,,True
kepler_3rd_law,"10.1M, 5.6 M, Modified Gravity 1.97",False,False,False,False,,True,,True,,True
kepler_3rd_law,"10.1M, 5.6 M, Modified Gravity 2.03",False,False,False,False,,True,,True,,True
kepler_3rd_law,"10.1M, 5.6 M, Modified Gravity 1.97 Proper Motion",False,False,False,False,,True,,True,,True
virial_theorem,"21.3 M, 3.1 M",True,False,True,True,,True,,False,,True
virial_theorem,"9.6 M, 3.1 M",True,False,True,True,,True,,False,,True
virial_theorem,"0.18 M, 0.63 M",True,False,True,True,,True,,False,,True
virial_theorem,"7.7 M, 4.9 M, Drag tau = 1.7e9",False,False,False,False,,True,,True,,True
virial_theorem,"7.7 M, 4.9 M, Drag tau = 8.3e8",False,False,False,False,,True,,True,,True
virial_theorem,"7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",False,False,False,False,,True,,True,,True
is_bound,"21.3 M, 3.1 M",True,True,True,True,,True,,True,,True
is_bound,"9.6 M, 3.1 M",True,True,True,True,,True,,True,,True
is_bound,"0.18 M, 0.63 M",True,True,True,True,,True,,True,,True
is_bound,"9.6 M, 3.1 M, Proper Motion",True,True,True,True,,True,,True,,True
is_bound,"9.6 M, 3.1 M, Proper Motion2",True,True,True,True,,True,,True,,True
is_bound,"9.6 M, 3.1 M, yrAUMsun",True,True,True,True,,True,,True,,True
is_bound,"9.6 M, 3.1 M, cgs",True,True,True,True,,True,,True,,True
is_bound,"10.1 M, 5.6 M, Unbound",False,False,False,False,,True,,True,,True
